 Josh Brolin,456,9.18
 Brie Larson,98,2.27
 Pom Klementieff,1,0.488
 Karen Gillan,2,8.29
 Elizabeth Olsen,349,2.45
 Donald Glover,542,19.2
 Adrianne Palicki,22,1.79
 Tom Holland,29,13.4
 Jacob Elordi,31010,0.302
 Ryan Reynolds,219,16.8
 Robert Downey Jr,214,22.4
 Courtney Henggeler,5160,0.119
 Tessa Thompson,240,0.738
 Chris Hemsworth,226,5.93
 Zoe Saldana,6,4.09
 Yvonne Strahovski,14,3.25
 Halston Sage,49,0.459
 Evan Rachel Wood,340,1.44
 Joey King,398,5.63
 Chris Evans,93,4.73
 Scarlett Johansson,35,11.1
 Morena Baccarin,137,1.19
 Chadwick Boseman,2128,6.36
 Michael B Jordan,1665,6.13
 Odette Annable,24,0.407
 Letitia Wright,13322,0.551
 Katja Herbers,1755,0.256
 Benedict Cumberbatch,255,5.99
 Tom Hardy,17,3.29
 Alden Ehrenreich,1072,0.769
 Sebastian Stan,381,2.56
 Alexandra Daddario,12,8.18
 Tom Hiddleston,260,5.74
 Amanda Seyfried,617,6.21
 Rebecca Ferguson,173,1.65
 Emilia Clarke,46,10.6
 Meghan Markle,167,52.6
 Alexander Ludwig,42,1.64
 Evangeline Lilly,395,1.27
 Pauley Perrette,715,2.19
 William Zabka,3358,0.145
 Margot Robbie,27,7.17
 Talulah Riley,1288,0.231
 Chris Pratt,11,13.4
 Rachel McAdams,121,3.23
 Clayne Crawford,777,0.393
 Parker Posey,1398,0.454
 Naomi Scott,107,12.8
 Bryce Dallas Howard,74,1.91
 Olivia Munn,187,6.27
 Jesse Plemons,1075,0.312
 Zazie Beetz,3940,0.488
 Danai Gurira,2586,0.767
 Jennifer Lawrence,41,11.2
 Rosario Dawson,48,1.79
 Alba August,87178,0.0368
 Carrie Coon,63,0.249
 Ralph Macchio,1503,1.58
 Michael C Hall,1135,2.38
 Riley Keough,809,7.81
 Charlize Theron,72,5.35
 Mary Mouser,2748,0.0938
 Cate Blanchett,138,9.4
 Paul Bettany,1119,0.837
 Dave Bautista,5,1.48
 Taron Egerton,90,0.858
 Lily James,205,1.66
 Mina Sundwall,25219,0.0462
 Christina Hendricks,52,6.76
 Shohreh Aghdashloo,100,0.319
 Ana de Armas,8,3.6
 Meg Foster,259,0.197
 Gal Gadot,15,10.2
 Blake Lively,51,8.39
 Maggie Grace,849,0.512
 Katherine Langford,9,0.751
 Michelle Williams,579,3.19
 Mackenzie Davis,73,0.438
 Dwayne Johnson,82,27.6
 Lupita Nyongo,2071,0.696
 Bar Paly,2616,0.214
 Olivia Cooke,840,0.516
 Andy Serkis,1721,3.85
 Keanu Reeves,143,3.11
 Henry Cavill,171,7.78
 Elisabeth Moss,32,1.21
 Leonardo DiCaprio,83,10.9
 Ella Purnell,1369,0.352
 Emily Blunt,180,9.2
 Brianna Hildebrand,814,0.662
 Amber Heard,109,2.67
 Dakota Fanning,300,2.23
 Hannah John-Kamen,1309,0.192
 Molly Parker,1098,0.314
 Melissa McCarthy,470,8.29
 Sylvester Stallone,94,33.0
 Eline Powell,3635,0.133
 Natalie Portman,85,76.0
 Tanner Buchanan,5911,0.0651
 Shane Black,2242,0.714
 Zach McGowan,155,0.165
 Elizabeth Debicki,3,0.659
 Cole Sprouse,56,6.95
 Taylor Russell,14112,0.137
 Hayley Atwell,136,4.6
 Luke Hemsworth,2324,0.264
 Tom Cruise,79,34.1
 John Krasinski,530,8.68
 Lee Pace,28,2.84
 Ron Howard,932,6.54
 Jessica Chastain,87,10.8
 Gabrielle Union,2556,9.54
 Adam Sandler,272,12.9
 Thandie Newton,529,7.07
