 Casey Siemaszko,6292,0.0595
 Andy Nyman,16625,0.095
 Stuart Wilson,8246,0.254
 Graham Wardle,5225,0.0857
 Nicholas Rowe,5202,0.0817
 Tab Hunter,9232,0.312
 Robert Eggers,8445,0.0998
 Sean Teale,5597,0.0872
 Michael Stahl-David,8694,0.0706
 James Floyd,18532,0.243
 Nell Tiger Free,5500,0.0677
 Gina Bellman,5363,0.116
 Anabelle Acosta,5765,0.0429
 Kenny Wormald,5673,0.161
 David Benioff,6315,0.545
 Andrea Martin,1775,0.486
 Gemma Ward,8049,1.01
 Billy Wirth,12267,0.0622
 Claudie Blakley,8482,0.0252
 Rohan Chand,14344,0.0683
 Gregory Harrison,8375,0.154
 Emilia McCarthy,13988,0.0302
 Julie Brown,8114,0.666
 Kevin Conroy,5892,0.393
 David Yates,5065,0.721
 Fran Kranz,7036,0.128
 Cyndi Lauper,8757,7.43
 Clu Gulager,7594,0.126
 Nuri Bilge Ceylan,12017,0.253
 Chrishell Hartley,9422,0.214
 Engin Altan Dzyatan,10814,0.0271
 Frederic Forrest,8466,0.112
 Nell Hudson,7119,0.0601
 Todd Louiso,14165,0.0414
 Liv Ullmann,8668,0.242
 Mdlina Ghenea,4488,0.16
 Ella Anderson,5791,0.146
 Morgan Woodward,12127,0.0456
 Marc Singer,6902,0.156
 Richard Eyer,8631,0.0284
 Emma Samms,7817,0.122
 Jessica St Clair,5564,0.0811
 Katherine Boecher,9415,0.0326
 Jay Mohr,5642,0.298
 Jay Karnes,10412,0.0362
 Atticus Mitchell,11890,0.0401
 Mehcad Brooks,5357,0.248
 Amanda Warren,12726,0.0811
 Anna Van Hooft,7902,0.0364
 Byron Langley,166827,0.0748
 Ken Jenkins,9183,0.114
 Sheila Kelley,7006,0.0915
 David Lowery,7770,0.201
 Marcus Scribner,6159,0.106
 Stephen Bishop,11427,0.274
 Bailey De Young,8138,0.0315
 Jill Marie Jones,10091,0.117
 Dan Jeannotte,4084,0.0265
 Simon Cowell,9113,6.96
 Diamond White,9485,5.67
 Alistair Petrie,6251,0.0439
 Gore Verbinski,5435,0.307
 David Letterman,12193,8.67
 Rick Yune,1759,0.124
 Peter Macon,16984,0.0239
 Eileen Davidson,7113,0.912
 Julie Kavner,7268,0.262
 Lauren London,7210,0.872
 Neve McIntosh,7423,0.041
 Vivien Cardone,12077,0.0152
 Christina Marie Moses,4866,0.0167
 Robert Richardson,7842,0.34
 Pawel Szajda,9969,0.0136
 Malik Yoba,4552,0.12
 Jade Pettyjohn,8203,0.206
 Dawn French,8568,0.543
 Celia Weston,6362,0.109
 Eric Schweig,6602,0.0768
 Charlie DePew,1820,0.0458
 Daniel Feuerriegel,7523,0.0445
 James Murray,10750,0.818
 Padma Lakshmi,8745,1.8
 Amir Arison,7994,0.0853
 Felicia Pearson,7779,0.0364
 DJ Cotrona,5313,0.0888
 Barbara Alyn Woods,6972,0.111
 Russell Peters,15764,0.727
 Kathy Griffin,7753,6.37
 Michael Moore,6175,8.08
 Michael Socha,5345,0.0834
 Blake Clark,10118,0.0992
 William Atherton,5621,0.142
 Dan Schneider,7880,0.483
 Brian Bonsall,1734,0.0483
 Karen Sharpe,682046,0.035
 Andy Dick,5470,0.411
 Anjali Jay,12537,0.0536
 Jon Huertas,7247,0.145
 Rhonda Fleming,8135,0.293
 Yuri Kolokolnikov,19071,0.0164
 Monique Gabriela Curnen,4892,0.0496
 Marie Mouroum,352137,0.0186
 George Lazenby,5174,0.323
 Ryan Pinkston,10956,0.0471
 James Patrick Stuart,7381,0.272
 Bianca Brigitte VanDamme,11756,0.0517
 Deborah Foreman,2957,0.0768
 Esther Acebo,36564,0.0237
 Jackie Debatin,8089,0.0126
 Steven Tyler,10563,5.54
 Emily Montague,11858,0.135
 Charles Martin Smith,9509,0.134
 Kathleen Kinmont,8147,0.102
 Oleg Taktarov,9922,0.0528
 Mia Malkova,10123,42.7
 Ajay Devgn,8314,5.72
 Stephen Plunkett,81324,0.0418
 Keenen Ivory Wayans,8318,0.168
 Jonathan Scarfe,6303,0.0554
 Brandon T Jackson,4819,0.191
 Neil Grayston,19878,1.64
 Rhys Wakefield,9587,0.0794
 Gideon Emery,7326,0.0937
 Big Daddy Kane,37883,0.685
 Steven Anthony Lawrence,5503,0.0191
 Mercedes McNab,6623,0.0788
 Hayden Szeto,5966,0.0512
 Paul McGann,5402,0.261
 Chandrika Ravi,110985,0.0843
 John Magaro,6260,0.0777
 Tanit Phoenix Copley,4666,0.0501
 Georgia Hardstark,13132,0.0908
 Valeria Cotto,91704,0.11
 Winnie Harlow,293813,0.961
 Stephanie Zimbalist,7010,0.0915
 Marine Vacth,9244,0.256
 Dennis Christopher,4228,0.146
 Elton John,9600,30.5
 Bobby Moynihan,5154,0.255
 Patrick Duffy,7104,0.427
 Samantha Robinson,3959,0.376
 Sally Bretton,8738,0.0191
 Stacy Haiduk,4647,0.151
 Joe Flanigan,8289,0.151
 Samuel Roukin,8396,0.0312
 Craig McLachlan,4229,0.0721
 Essence Atkins,10076,0.153
 Matthew Labyorteaux,9413,0.254
 Erik Knudsen,7781,0.405
 Brittney Powell,9301,0.0399
 Jamie Rose,12500,0.52
 Maxim Roy,9596,0.091
 Jonathan Whitesell,5922,0.0296
