 Laura San Giacomo,3402,6.19,,,
 Ray Liotta,1401,2.58,,,
 Zachary Quinto,1544,3.67,,,
 Grey Damon,4132,0.14,,,
 MacKenzie Porter,2490,0.0536,,,
 Loni Anderson,4489,0.514,,,
 Melanie Griffith,1141,2.62,,,
 Ricky Whittle,47,0.286,,,
 Sugar Lyn Beard,1241,0.0945,,,
 Glenn Close,1289,3.74,,,
 Robyn Lively,2561,0.109,,,
 Lilly Wachowski,350,0.0882,,,
 Jack Huston,1678,0.327,,,
 Taylor Momsen,1413,5.1,,,
 Jesse Spencer,2598,0.454,,,
 Teri Hatcher,835,3.95,,,
 Lucy Fry,2704,0.243,,,
 Peter Hermann,3594,0.223,,,
 Jessica Henwick,112,0.147,,,
 Abbey Lee,618,3.04,,,
 Louis Herthum,9836,0.0959,,,
 Alyson Hannigan,1407,4.74,,,
 Ashley Williams,1790,1.26,,,
 DJ Qualls,1848,0.194,,,
 Charisma Carpenter,1438,1.57,,,
 Richard Kind,4381,0.198,,,
 Lori Loughlin,2709,0.879,,,
 Bel Powley,3615,0.18,,,
 Kristy McNichol,4130,0.186,,,
 Margarita Levieva,2996,0.209,,,
 Luke Perry,1053,0.831,,,
 Olesya Rulin,2257,0.185,,,
 Vanessa Ray,1932,0.179,,,
 Steven Seagal,1061,3.49,,,
 Nicola Peltz,467,2.01,,,
 Djimon Hounsou,507,0.972,,,
 Tori Anderson,4298,0.0547,,,
 Wesley Snipes,1619,3.88,,,
 Ian McKellen,1126,5.69,,,
 Matthew Broderick,1930,2.72,,,
 Jacinda Barrett,1841,0.183,,,
 Elizabeth Berkley,2193,1.51,,,
 Oona Chaplin,671,0.273,,,
 Gael Garca Bernal,2713,0.0399,,,
 Kathryn Boyd Brolin,9749,0.00368,,,
 Moon Bloodgood,3532,0.624,,,
 Jesse Eisenberg,1246,4.43,,,
 Eddie Marsan,2901,0.344,,,
 Erika Christensen,2129,0.535,,,
 Donnie Yen,698,5.26,,,
 Kristin Scott Thomas,2486,1.26,,,
 Mara Wilson,1252,0.227,,,
 Jim Sturgess,1276,0.69,,,
 Salli Richardson-Whitfield,3733,1.39,,,
 Margaret Qualley,984,0.201,,,
 Courtney Thorne-Smith,1786,0.311,,,
 Hermione Corfield,369,0.111,,,
 Martin Lawrence,3230,3,,,
 Judi Dench,2583,3.87,,,
 Brandon P Bell,1397,0.028,,,
 Darren Criss,2652,3.65,,,
 Cheryl Howard,5841,0.0585,,,
 Audrey Tautou,1825,3.09,,,
 Matthew Lillard,1501,0.415,,,
 Wyatt Russell,509,0.126,,,
 Deborah Kara Unger,682,0.238,,,
 Gregory Smith,3683,0.603,,,
 Leelee Sobieski,1847,2.35,,,
 Linda Fiorentino,2438,0.304,,,
 Alex OLoughlin,1864,0.0902,,,
 Lexa Doig,1914,0.169,,,
 Dana Delany,1702,0.752,,,
 Lenora Crichlow,6642,0.0808,,,
 Jodie Whittaker,2157,0.618,,,
 Samira Wiley,1000,0.614,,,
 Frances Sholto-Douglas,67101,0.0513,,,
 Julianne Nicholson,1769,0.239,,,
 Damon Wayans,2954,0.857,,,
 Shay Mitchell,982,9.9,,,
 Claudia Cardinale,1261,1.76,,,
 Tamsin Greig,5373,0.09,,,
 Amanda Tapping,2781,0.798,,,
 Leah Bateman,27449,0.0384,,,
 Lana Wachowski,461,0.254,,,
 Steven R McQueen,2744,0.376,,,
 Chloe Bridges,1546,0.209,,,
 James Woods,1961,2.53,,,
 Rupert Grint,1521,4.69,,,
 Randall Tex Cobb,2037,0.0303,,,
 John Malkovich,1668,4.35,,,
 Estelle Parsons,6382,0.121,,,
 John Corbett,1673,0.497,,,
 Danny DeVito,1442,4.54,,,
 Bob Odenkirk,866,0.712,,,
 Charlbi Dean Kriek,16079,0.0348,,,
 Jack Cutmore-Scott,14187,0.0365,,,
 Gary Cole,2311,0.354,,,
 Fran Drescher,2328,2.8,,,
 Joan Allen,3269,0.505,,,
 Chris Rock,2730,7.73,,,
 Aishwarya Rai Bachchan,2049,7.91,,,
 Dominic Sherwood,2427,0.774,,,
 Hannah Marks,3336,0.0932,,,
 Michael Ironside,3852,0.221,,,
 Marque Richardson,1651,0.0336,,,
 Gloria Reuben,2433,0.136,,,
 Kirk Acevedo,5201,0.193,,,
 Kate Upton,1336,19.9,,,
 Gaten Matarazzo,1133,1.02,,,
 Justin Baldoni,2970,0.263,,,
 Shane West,1258,0.653,,,
 Liza Minnelli,3478,2.38,,,
 Vincent Cassel,1647,1.64,,,
 Eric Johnson,1997,4.79,,,
 Eric Christian Olsen,2335,0.257,,,
 Jurnee Smollett-Bell,1732,0.124,,,
 Karen Allen,2448,0.535,,,
 Chelsea Field,3168,0.0887,,,
 Jaina Lee Ortiz,2148,0.0843,,,
 Edward Asner,4374,0.223,,,
 Sophia Loren,1376,8.39,,,
 Felicia Day,966,1.09,,,
 Rene Russo,1065,0.713,,,
 Kyle Gallner,946,0.177,,,
 Bebe Neuwirth,2103,0.262,,,
 Adam Baldwin,3064,0.512,,,
 Will Forte,2554,0.509,,,
 Jay Baruchel,1911,0.63,,,
 Geoffrey Rush,376,1.73,,,
 Justin Bruening,6327,0.0722,,,
 Nia Long,1440,4.15,,,
 Heidi Gardner,18307,0.0573,,,
 Sarah Silverman,2361,4.71,,,
 Karrueche Tran,1279,1.88,,,
 Vanessa Ferlito,1873,0.248,,,
 Kaitlin Olson,964,0.395,,,
 Elizabeth Perkins,2147,0.841,,,
 Danielle Rose Russell,11018,0.119,,,
 Danica McKellar,1787,0.531,,,
 Lars von Trier,2743,2.04,,,
 Jeffrey Tambor,3332,1.85,,,
 Jon Voight,1895,1.83,,,
 Laura Fraser,1915,0.175,,,
 Amiah Miller,9760,0.0989,,,
 Francis Ford Coppola,1319,4.1,,,
 Christa Miller,3934,0.143,,,
 Kristanna Loken,1657,1.08,,,
 Richard Dreyfuss,2260,0.96,,,
 Jennette McCurdy,1747,6.57,,,
 Darren Aronofsky,2167,3.4,,,
 Danny Masterson,1586,0.645,,,
 Linus Roache,3091,0.167,,,
 Ally Walker,2395,0.185,,,
 Megan Follows,889,0.262,,,
 Paul Sparks,6289,0.128,,,
 Andre Braugher,3998,0.329,,,
 Bethany Joy Lenz,1250,0.265,,,
 Jamie-Lynn Sigler,2031,0.593,,,
 Lamorne Morris,6929,0.28,,,
 Ben McKenzie,1821,0.712,,,
 Michael Madsen,2195,0.838,,,
 Jennifer Taylor,2078,1.91,,,
 Alana De La Garza,2578,0.25,,,
 Glenda Jackson,4100,0.412,,,
 Rowan Atkinson,1232,2.76,,,
 Thomas Middleditch,1475,0.378,,,
 Kevin McKidd,2023,0.571,,,
 Roselyn Sanchez,2692,1.4,,,
 Ice Cube,1201,36.8,,,
 Dominique Tipper,2600,0.156,,,
 Ted Danson,2587,1.17,,,
 Tom Sturridge,5477,0.274,,,
 Simon Baker,2515,1.7,,,
 Lily Tomlin,1344,1.68,,,
 Tim Robbins,1920,1.54,,,
 Jessica Camacho,4656,0.0568,,,
 Janina Gavankar,1473,0.302,,,
 Tia Carrere,1433,1.74,,,
 Joel Coen,1728,0.52,,,
 Bex Taylor-Klaus,2940,0.214,,,
 Chevy Chase,2076,11.6,,,
 Angela Relucio,16605,0.0331,,,
 John Boyega,1611,5.3,,,
 TR Knight,2205,0.184,,,
 Tim Allen,1810,2.94,,,
 Tom Cavanagh,2025,0.34,,,
 Jason Beghe,3754,0.191,,,
 Jaden Smith,1752,10.7,,,
 Matthew Modine,2203,0.523,,,
 Natasha Leggero,2092,0.353,,,
 Jay Harrington,7831,0.0989,,,
 Sienna Guillory,686,0.518,,,
 Douglas Booth,1896,2.54,,,
 AJ Michalka,1412,0.434,,,
 Nikki Reed,476,5.46,,,
 Tracy Spiridakos,202,0.145,,,
 James Caan,1424,1.26,,,
 Monica Barbaro,2306,0.0276,,,
 Taylor Spreitler,1753,0.177,,,
 Colleen Camp,2231,0.227,,,
 Joan Cusack,1224,0.548,,,
 Wendie Malick,2488,0.192,,,
 George Blagden,996,0.276,,,
 Corey Stoll,1677,0.372,,,
 Sakina Jaffrey,11170,0.0689,,,
 Elizabeth Marvel,2212,0.144,,,
 Nick Kroll,1659,0.502,,,
 Steffiana De La Cruz,5033,0.0178,,,
 Rosie Huntington-Whiteley,1857,11.5,,,
 Annie Parisse,3662,0.127,,,
 Shannon Purser,1865,0.169,,,
 Ben Kingsley,1632,3.3,,,
 William Sadler,3965,0.289,,,
 Kristi Somers,13973,0.0319,,,
 Adam Nagaitis,20092,0.0431,,,
 Parisa Fitz-Henley,7643,0.0602,,,
 Catherine Dent,9521,0.0634,,,
 Amber Valletta,3235,2.47,,,
 lvaro Morte,27329,0.0405,,,
 Brandon Routh,2006,1.15,,,
 Tony Goldwyn,1704,0.728,,,
 Agyness Deyn,8867,1.04,,,
 Alix Elizabeth Gitter,2636,0.0552,,,
 Allie Grant,3572,0.048,,,
 Isabella Rossellini,2091,1.67,,,
 Jessica Stroup,294,0.619,,,
 Ken Jeong,4504,0.946,,,
 Jacqueline Bisset,2327,1.07,,,
 Bingbing Fan,4192,1.41,,,
 Candice King,1235,0.412,,,
 Chris ODowd,2793,0.0339,,,
 Chris Zylka,598,0.74,,,
 Billy Campbell,2095,0.201,,,
 Collette Wolfe,4769,0.0541,,,
 Diego Luna,608,2.41,,,
 Shioli Kutsuna,62331,0.0494,,,
 Maia Mitchell,3886,2.74,,,
 Lady Gaga,1195,68.3,,,
 Julianne Phillips,3111,0.0427,,,
 Julie Michaels,6208,0.083,,,
 Finn Cole,3070,0.153,,,
 Kristin Chenoweth,917,4.66,,,
 Cindy Busby,5389,0.0672,,,
 Melissa Leo,2949,0.529,,,
 Zack Snyder,2192,5.38,,,
 Juliana Harkavy,1927,0.138,,,
 Eli Roth,1726,1.82,,,
 Luc Besson,1312,4.17,,,
 Michael Angarano,2333,0.214,,,
 Scott Porter,2422,0.301,,,
 Miko Hughes,2842,0.11,,,
 Rory Culkin,3398,0.163,,,
 David Duchovny,1795,4.52,,,
 Jesse Rath,9607,0.0576,,,
 Josh Radnor,1995,0.461,,,
 Corey Feldman,2170,1.44,,,
 Frances OConnor,2500,1.29,,,
 Pam Dawber,4745,0.237,,,
 Lesley Ann Warren,1846,0.281,,,
 Jackie Earle Haley,1529,0.292,,,
 John Woo,6904,0.853,,,
 Steven Strait,1616,0.22,,,
 Laura Bailey,1985,0.659,,,
 Taylor Kinney,1486,1.67,,,
 Jenna Jameson,2348,7.78,,,
 Debra Messing,1375,7.14,,,
 Michael Gambon,1720,0.879,,,
 Sofia Coppola,1417,4.58,,,
 Chelsey Reist,2197,0.0614,,,
 Sofia Helin,3967,0.0951,,,
 Moira Kelly,1653,0.217,,,
 Casey Burke,4086,0.0295,,,
 Scott Glenn,1152,0.476,,,
 Catherine Tate,1452,0.684,,,
 Patrick Stewart,1455,6.69,,,
 Vanessa Redgrave,2334,1.49,,,
 Addison Timlin,699,0.556,,,
 Evan Jones,1188,0.32,,,
 Armand Assante,3503,0.272,,,
 Julie Newmar,2560,0.849,,,
 Vanessa Morgan,11980,0.611,,,
 Emmanuelle Vaugier,811,0.491,,,
 Anna Gunn,801,0.427,,,
 Stephen Dorff,3415,0.469,,,
 Pruitt Taylor Vince,5388,0.106,,,
 Michelle Yeoh,544,1.21,,,
 Francesca Reale,6161,0.0185,,,
 Mena Massoud,67459,0.032,,,
 Nicki Clyne,20650,0.0507,,,
 Landry Allbright,4490,0.0628,,,
 Robin Lord Taylor,2090,0.743,,,
 Kim Coates,1578,0.313,,,
 Izabella Miko,2745,0.261,,,
 Morgan Turner,14297,0.0561,,,
 Shawnee Smith,2033,0.19,,,
 Angourie Rice,1535,0.225,,,
 Jeremy Allen White,702,0.273,,,
 William H Macy,1024,1.47,,,
 Paul Wesley,1505,5.3,,,
 Donnie Wahlberg,2750,1.12,,,
 Lola Kirke,1781,0.248,,,
 Blac Chyna,2841,12.9,,,
 H Jon Benjamin,1496,0.284,,,
 Michael Pitt,638,0.686,,,
 Georgie Henley,1635,0.418,,,
 Vanessa Marano,1608,0.441,,,
 Justin Timberlake,1771,39,,,
 Gillian MacGregor,13947,0.0092,,,
 Andrew Lincoln,1066,5.88,,,
 Christopher Eccleston,1525,0.965,,,
 Merritt Wever,3148,0.105,,,
 Patricia Clarkson,3172,0.775,,,
 Glenn Howerton,2246,0.292,,,
 Jennifer Coolidge,1871,0.613,,,
 Callie Hernandez,513,0.128,,,
 Martin Sensmeier,2632,0.147,,,
 Norman Lear,11839,0.459,,,
 Joe Seo,52774,0.00838,,,
 Rosanna Arquette,3035,1.04,,,
 Riki Lindhome,118,0.227,,,
 Caroline Munro,1012,0.258,,,
 Dustin Hoffman,1331,5.94,,,
 Emily Wickersham,2289,0.188,,,
 Charlie Murphy,904,0.886,,,
 Brant Daugherty,3601,0.296,,,
 Lindsey McKeon,3871,0.0665,,,
 Miranda Richardson,2986,0.533,,,
 Tony Shalhoub,2896,0.569,,,
 Erica Durance,2261,0.874,,,
 Joe Pesci,1511,1.49,,,
 Bai Ling,3060,2.09,,,
 Emma Greenwell,1605,0.248,,,
 Kenny Johnson,3738,0.226,,,
 Sean Giambrone,2051,0.115,,,
 Lily Sullivan,18271,0.0563,,,
 Stephen King,1264,41.2,,,
 John Leguizamo,2273,1.31,,,
 Annet Mahendru,1571,0.133,,,
 Elizabeth Daily,238,0.177,,,
