 Casey Siemaszko,6292,0.0599
 Andy Nyman,16625,0.0837
 Stuart Wilson,8246,0.302
 Graham Wardle,5225,0.0817
 Nicholas Rowe,5202,0.081
 Tab Hunter,9232,0.33
 Robert Eggers,8445,0.101
 Sean Teale,5597,0.0907
 Michael Stahl-David,8694,0.0682
 James Floyd,18532,0.221
 Nell Tiger Free,5500,0.0691
 Gina Bellman,5363,0.117
 Anabelle Acosta,5765,0.0393
 Kenny Wormald,5673,0.148
 David Benioff,6315,0.561
 Andrea Martin,1775,0.456
 Gemma Ward,8049,1.05
 Billy Wirth,12267,0.0615
 Claudie Blakley,8482,0.0248
 Rohan Chand,14344,0.0751
 Gregory Harrison,8375,0.153
 Emilia McCarthy,13988,0.0306
 Julie Brown,8114,0.698
 Kevin Conroy,5892,0.551
 David Yates,5065,0.836
 Fran Kranz,7036,0.126
 Cyndi Lauper,8757,6.73
 Clu Gulager,7594,0.119
 Nuri Bilge Ceylan,12017,0.244
 Chrishell Hartley,9422,0.214
 Engin Altan Dzyatan,10814,0.0354
 Frederic Forrest,8466,0.158
 Nell Hudson,7119,0.0661
 Todd Louiso,14165,0.0425
 Liv Ullmann,8668,0.243
 Mdlina Ghenea,4488,0.165
 Ella Anderson,5791,0.167
 Morgan Woodward,12127,0.0454
 Marc Singer,6902,0.145
 Richard Eyer,8631,0.0307
 Emma Samms,7817,0.124
 Jessica St Clair,5564,0.0915
 Katherine Boecher,9415,0.033
 Jay Mohr,5642,0.303
 Jay Karnes,10412,0.0349
 Atticus Mitchell,11890,0.0426
 Mehcad Brooks,5357,0.253
 Amanda Warren,12726,0.0754
 Anna Van Hooft,7902,0.0408
 Byron Langley,166827,0.0879
 Ken Jenkins,9183,0.122
 Sheila Kelley,7006,0.0833
 David Lowery,7770,0.232
 Marcus Scribner,6159,0.103
 Stephen Bishop,11427,0.278
 Bailey De Young,8138,0.0336
 Jill Marie Jones,10091,0.137
 Dan Jeannotte,4084,0.0262
 Simon Cowell,9113,8.68
 Diamond White,9485,7.09
 Alistair Petrie,6251,0.0447
 Gore Verbinski,5435,0.344
 David Letterman,12193,8.58
 Rick Yune,1759,0.113
 Peter Macon,16984,0.0239
 Eileen Davidson,7113,0.258
 Julie Kavner,7268,0.25
 Lauren London,7210,1.12
 Neve McIntosh,7423,0.0428
 Vivien Cardone,12077,0.0171
 Christina Marie Moses,4866,0.0146
 Robert Richardson,7842,0.341
 Pawel Szajda,9969,0.0131
 Malik Yoba,4552,0.115
 Jade Pettyjohn,8203,0.165
 Dawn French,8568,0.476
 Celia Weston,6362,0.11
 Eric Schweig,6602,0.0765
 Charlie DePew,1820,0.0378
 Daniel Feuerriegel,7523,0.0527
 James Murray,10750,0.807
 Padma Lakshmi,8745,2.71
 Amir Arison,7994,0.0666
 Felicia Pearson,7779,0.0368
 DJ Cotrona,5313,0.0968
 Barbara Alyn Woods,6972,0.142
 Russell Peters,15764,0.695
 Kathy Griffin,7753,7.84
 Michael Moore,6175,6.79
 Michael Socha,5345,0.0806
 Blake Clark,10118,0.105
 William Atherton,5621,0.153
 Dan Schneider,7880,0.586
 Brian Bonsall,1734,0.046
 Karen Sharpe,682046,0.0342
 Andy Dick,5470,0.389
 Anjali Jay,12537,0.0468
 Jon Huertas,7247,0.143
 Rhonda Fleming,8135,0.28
 Yuri Kolokolnikov,19071,0.0157
 Monique Gabriela Curnen,4892,0.0528
 Marie Mouroum,352137,0.0195
 George Lazenby,5174,0.265
 Ryan Pinkston,10956,0.053
 James Patrick Stuart,7381,0.186
 Bianca Brigitte VanDamme,11756,0.0419
 Deborah Foreman,2957,0.083
 Esther Acebo,36564,0.0247
 Jackie Debatin,8089,0.0136
 Steven Tyler,10563,5.26
 Emily Montague,11858,0.0357
 Charles Martin Smith,9509,0.137
 Kathleen Kinmont,8147,0.1
 Oleg Taktarov,9922,0.0534
 Mia Malkova,10123,35.8
 Ajay Devgn,8314,5.25
 Stephen Plunkett,81324,0.0117
 Keenen Ivory Wayans,8318,0.181
 Jonathan Scarfe,6303,0.0632
 Brandon T Jackson,4819,0.223
 Neil Grayston,19878,1.43
 Rhys Wakefield,9587,0.0852
 Gideon Emery,7326,0.0819
 Big Daddy Kane,37883,0.837
 Steven Anthony Lawrence,5503,0.0203
 Mercedes McNab,6623,0.09
 Hayden Szeto,5966,0.0545
 Paul McGann,5402,0.241
 Chandrika Ravi,110985,0.0786
 John Magaro,6260,0.0732
 Tanit Phoenix Copley,4666,0.0364
 Georgia Hardstark,13132,0.102
 Valeria Cotto,91704,0.0205
 Winnie Harlow,293813,2.86
 Stephanie Zimbalist,7010,0.097
 Marine Vacth,9244,0.257
 Dennis Christopher,4228,0.147
 Elton John,9600,38.7
 Bobby Moynihan,5154,0.271
 Patrick Duffy,7104,0.466
 Samantha Robinson,3959,0.113
 Sally Bretton,8738,0.0208
 Stacy Haiduk,4647,0.106
 Joe Flanigan,8289,0.161
 Samuel Roukin,8396,0.0281
 Craig McLachlan,4229,0.0698
 Essence Atkins,10076,0.156
 Matthew Labyorteaux,9413,0.0363
 Erik Knudsen,7781,0.103
 Brittney Powell,9301,0.0436
 Jamie Rose,12500,0.162
 Maxim Roy,9596,0.0846
 Jonathan Whitesell,5922,0.0291
 Rick Cosnett,6837,0.133
 Nina Siemaszko,4672,0.062
 Courtland Mead,8333,0.0172
 Vernica Echegui,1975,0.0377
 Kimmy Robertson,2792,0.051
 Graham Patrick Martin,9003,0.0638
 Maury Ginsberg,25168,0.00872
 Michael Learned,9372,0.0977
 Nick Searcy,10081,0.13
 Jazmyn Simon,11581,0.0649
 Alexandra Turshen,4992,0.0252
 Tzi Ma,9883,0.0912
 James Duval,4578,0.119
 Casey Deidrick,14700,0.0389
 Nick Moran,2527,0.126
 Lambert Wilson,5714,0.23
 Tony Bill,15558,0.0857
 Jessica Chaffin,8558,0.0436
 Eric Close,8809,0.106
 Jordan Rodrigues,11013,0.0686
 Shaun Johnston,6783,0.0649
 Conan OBrien,7332,0.245
 Shirley Rumierk,23240,0.0138
 Rene Taylor,5598,0.0288
 Clare Kramer,7634,0.0983
 Johnny Whitaker,8461,0.0609
 Isabelle Allen,11286,0.0481
 Lauren Socha,6002,0.051
 Mike OMalley,3881,0.0133
 Romain Duris,5689,0.261
 Jon Rudnitsky,13333,0.0273
 Lee Garlington,7131,0.0655
 Drew Powell,6770,0.0994
 Haley Pullos,3587,0.0661
 Ken Loach,6535,0.543
 Dylan Neal,6994,0.0823
 Shawn Wayans,8383,0.202
 Erik Stolhanske,13680,0.0577
 Brady Smith,5508,0.14
 Jack Farthing,11064,0.0472
 Veronica Hamel,9384,0.093
 Tinto Brass,6991,2.42
 Makenzie Leigh,4911,0.0475
 Becca Tobin,9191,0.247
 Daniela Vega,117344,0.27
 Irene Bedard,6048,0.0877
 Madelyn Deutch,6804,0.0804
 Jim Parrack,5061,0.0985
 Bailey Noble,10165,0.066
 Jayden Rey,950373,0.0137
 Jessica Matten,4958,0.0164
 Franck Gastambide,22527,0.0776
 Ed Stoppard,6199,0.0559
 Matt Letscher,4071,0.0717
 Michael Buscemi,13056,0.0211
 John James,9288,5.28
 Maemae Renfrow,8031,0.014
 Lee Grant,3110,0.567
 Michael Winslow,6345,0.173
 Gary Stevens,21180,0.218
 Scott Colomby,12484,0.0137
 Meg Steedle,7890,0.0104
 Christa Campbell,8818,0.161
 Wesam Keesh,22523,0.102
 Alyssa Lynch,6969,0.0477
 Ricki Lake,5572,0.839
 Leigh Taylor-Young,7168,0.0822
 Jacob Artist,9375,0.123
 Debra Paget,7305,0.259
 Aura Garrido,16606,0.143
 Min-sik Choi,6586,0.0918
 Matias Varela,13003,0.0342
 Paul Haggis,6404,0.396
 Gina Ravera,13694,0.0384
 Ted Raimi,7505,0.13
 DeWanda Wise,2979,0.0624
 Brooke Butler,7491,0.0929
 Alex D Linz,7060,0.0816
 Kate Moss,6259,17.9
 Daniel Bernhardt,7188,0.0761
 Janet Jackson,8343,24.1
 Sean Maher,6592,0.157
 Yuri Lowenthal,10101,0.202
