 Nick Eversman,9996,0.238
 Demetria McKinney,21129,0.142
 Danny Sapani,8777,0.0463
 Olga Fonda,5311,0.113
 Daniel Roebuck,6316,0.114
 Edyta Sliwinska,1624,0.0445
 Richard Coyle,3145,0.103
 Andrew Divoff,8240,0.0944
 Ranveer Singh,10380,2.2
 Charlie Wright,1938,0.0852
 Casey Gagliardi,166402,0.0247
 Aleks Paunovic,7536,0.083
 Desi Arnaz Jr,6322,0.109
 Karen Kilgariff,8674,0.112
 Tamala Jones,5771,0.177
 Gilles Marini,6203,0.312
 Jessica Hynes,3961,0.0915
 Jon Tenney,7203,0.109
 Larry Hankin,7690,0.297
 Aksel Hennie,6470,0.108
 Robert Beltran,4380,0.115
 Shanola Hampton,3425,0.3
 Nina Arianda,4222,0.0748
 Deanna Russo,4198,0.0788
 Aimee Carrero,4127,0.103
 William Catlett,130553,0.107
 Randall Batinkoff,8901,0.2
 Cherami Leigh,10019,0.118
 Joseph Gatt,3184,0.0505
 Barbara Bain,4531,0.13
 Linda Cristal,8540,0.0947
 Adam J Harrington,11540,0.102
 Melissa Ponzio,5670,0.153
 Shannon Lucio,2953,0.0603
 Mark Moses,6173,0.113
 Samy Naceri,15722,0.0716
 Beth Grant,4296,0.214
 Ivan Reitman,7340,0.32
 Keri Lynn Pratt,7111,0.0424
 John Roberts,7284,2
 Paul McCrane,8323,0.075
 Georgia King,5728,0.158
 Jill Goodacre,3905,0.0658
 James Fox,6560,0.456
 Sarah Wynter,4936,0.0821
 JJ Totah,6297,0.0467
 Beth Broderick,5117,0.138
 Olivia Keville,56049,0.0304
 Haylie Duff,4548,0.483
 Khandi Alexander,4051,0.147
 Kellita Smith,5672,0.136
 Matt Lintz,22832,0.135
 Jenni Farley,12696,0.15
 Matt Prokop,7713,0.127
 Tom Bergeron,7183,0.569
 John Michael Higgins,1474,0.222
 Bre Blair,8092,0.316
 KD Aubert,4634,0.12
 Sarah-Jane Redmond,14172,0.303
 Amy Hill,7697,0.191
 Raquel Cassidy,5869,0.193
 Summer Phoenix,3972,0.116
 Shalita Grant,6820,0.0438
 Julianna Rose Mauriello,1612,0.151
 Catalina Sandino Moreno,3943,0.116
 Jordan Bridges,8852,0.113
 Anthony Gonzalez,419152,0.371
 Erik Estrada,5919,0.368
 Vida Guerra,11645,0.781
 Steve Austin,5284,1.84
 Anita Brown,5434,0.117
 Emily Rios,5300,0.0766
 Ashley Jensen,4056,0.497
 John Wesley Shipp,3857,0.131
 Josh Meyers,4410,0.28
 Gaius Charles,5244,0.0643
 Phil Lord,9128,0.399
 Louis Mandylor,7638,0.0874
 Leah Cairns,5875,0.217
 Dennis Franz,8376,0.149
 Marci Miller,9168,0.152
 Vladimir Kulich,6827,0.0579
 Ross McCall,5120,0.0708
 Tammin Sursok,1562,0.219
 Barry Levinson,5280,0.362
 Barrett Doss,9319,0.0383
 Chloe Webb,3895,0.087
 Snia Braga,5907,0.214
 Tom Ford,2789,9.15
 Heather McComb,3527,0.0413
 Michael J Pollard,7520,0.104
 Samantha Logan,15578,0.0376
 Joanna Page,6643,0.0882
 Katie Stevens,8347,0.245
 Billy Lush,12377,0.0274
 Marc Forster,8097,0.4
 Gabriel Iglesias,6985,2.34
 Karine Vanasse,5178,0.145
 Steve Valentine,5294,0.109
 Eleanor Bron,8955,0.0757
 Siobhan Williams,7222,0.0327
 Carol Cleveland,15159,0.0594
 Drew Fuller,5687,0.13
 Sterling Knight,4782,0.436
 Joan Chen,2237,0.289
 Burt Ward,7056,0.406
 Ken Leung,2426,0.204
 McKaley Miller,4716,0.0551
 Natalya Rudakova,11976,0.325
 Jayne Atkinson,6705,0.0892
 Greg Davies,10067,0.156
 Melissa Bolona,13861,0.09
 Anna Silk,5537,0.307
 Zach Roerig,5013,0.305
